txn_id,txn_date,account,direction,counterparty,category,amount,balance,reference,description
BANK-2025-00395,2025-11-30,SCB-CURR,IN,CUST-0005,AR_COLLECTION,19731600,397060310,INV-2025-00112,Settled per credit term
BANK-2025-00396,2025-12-01,SCB-CURR,OUT,SUP-0016,LEASE_PAYMENT,1499532,395560778,LEASE-12,Right-of-use lease payment
BANK-2025-00397,2025-12-01,SCB-CURR,OUT,SUP-0004,AP_PAYMENT,675000,394885778,BILL-2025-00175,Paid per credit term
BANK-2025-00398,2025-12-02,SCB-CURR,OUT,SUP-0009,AP_PAYMENT,252000,394633778,BILL-2025-00185,Paid per credit term
BANK-2025-00399,2025-12-02,SCB-CURR,OUT,SUP-0011,AP_PAYMENT,151200,394482578,BILL-2025-00186,Paid per credit term
BANK-2025-00400,2025-12-03,SCB-CURR,IN,CUST-0006,AR_COLLECTION,15503400,409985978,INV-2025-00113,Settled per credit term
BANK-2025-00401,2025-12-03,SCB-CURR,OUT,SUP-0005,AP_PAYMENT,675000,409310978,BILL-2025-00176,Paid per credit term
BANK-2025-00402,2025-12-05,SCB-CURR,OUT,SUP-0028,INTEREST,632169,408678809,INT-12,Bank loan interest
BANK-2025-00403,2025-12-06,SCB-CURR,IN,CUST-0023,AR_COLLECTION,5220000,413898809,INV-2025-00105,Settled per credit term
BANK-2025-00404,2025-12-09,SCB-CURR,IN,CUST-0020,AR_COLLECTION,10440000,424338809,INV-2025-00104,Settled per credit term
BANK-2025-00405,2025-12-10,SCB-CURR,OUT,SUP-0001,AP_PAYMENT,85500000,338838809,BILL-2025-00191,Paid per credit term
BANK-2025-00406,2025-12-11,SCB-CURR,IN,CUST-0049,AR_COLLECTION,1800000,340638809,INV-2025-00107,Settled per credit term
BANK-2025-00407,2025-12-11,SCB-CURR,OUT,SUP-0017,AP_PAYMENT,352800,340286009,BILL-2025-00197,Paid per credit term
BANK-2025-00408,2025-12-11,SCB-CURR,OUT,SUP-0016,AP_PAYMENT,907200,339378809,BILL-2025-00196,Paid per credit term
BANK-2025-00409,2025-12-12,SCB-CURR,OUT,SUP-0002,AP_PAYMENT,3182186,336196623,BILL-2025-00192,Paid per credit term
BANK-2025-00410,2025-12-13,SCB-CURR,OUT,SUP-0013,AP_PAYMENT,50400,336146223,BILL-2025-00199,Paid per credit term
BANK-2025-00411,2025-12-13,SCB-CURR,OUT,SUP-0012,AP_PAYMENT,201600,335944623,BILL-2025-00198,Paid per credit term
BANK-2025-00412,2025-12-13,SCB-CURR,OUT,SUP-0014,AP_PAYMENT,75600,335869023,BILL-2025-00200,Paid per credit term
BANK-2025-00413,2025-12-15,SCB-CURR,OUT,SUP-0024,AP_PAYMENT,1260000,334609023,BILL-2025-00202,Paid per credit term
BANK-2025-00414,2025-12-15,SCB-CURR,OUT,SUP-0023,AP_PAYMENT,604800,334004223,BILL-2025-00201,Paid per credit term
BANK-2025-00415,2025-12-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,1818355,335822578,INV-2025-00130,Cash sale settlement
BANK-2025-00416,2025-12-15,SCB-CURR,IN,CUST-0035,AR_COLLECTION,5400000,341222578,INV-2025-00128,Cash sale settlement
BANK-2025-00417,2025-12-15,SCB-CURR,IN,CUST-0001,AR_COLLECTION,41760000,382982578,INV-2025-00122,Cash sale settlement
BANK-2025-00418,2025-12-15,SCB-CURR,OUT,SUP-0028,ST_LOAN_REPAY,255000000,127982578,STLN-Q8,ST loan repayment
BANK-2025-00419,2025-12-17,SCB-CURR,OUT,SUP-0007,AP_PAYMENT,403200,127579378,BILL-2025-00203,Paid per credit term
BANK-2025-00420,2025-12-19,SCB-CURR,OUT,SUP-0022,AP_PAYMENT,50400,127528978,BILL-2025-00207,Paid per credit term
BANK-2025-00421,2025-12-19,SCB-CURR,OUT,SUP-0021,AP_PAYMENT,75600,127453378,BILL-2025-00206,Paid per credit term
BANK-2025-00422,2025-12-20,SCB-CURR,IN,CUST-0034,AR_COLLECTION,5455067,132908445,INV-2025-00120,Settled per credit term
BANK-2025-00423,2025-12-20,SCB-CURR,IN,Various,OTHER_INCOME,1148277,134056722,OI-12,Insurance commission, scrap, misc
BANK-2025-00424,2025-12-21,SCB-CURR,OUT,SUP-0020,AP_PAYMENT,100800,133955922,BILL-2025-00208,Paid per credit term
BANK-2025-00425,2025-12-22,SCB-CURR,IN,CUST-0024,AR_COLLECTION,5220000,139175922,INV-2025-00116,Settled per credit term
BANK-2025-00426,2025-12-23,SCB-CURR,IN,CUST-0036,AR_COLLECTION,2171382,141347304,INV-2025-00121,Settled per credit term
BANK-2025-00427,2025-12-25,SCB-CURR,OUT,SUP-0025,AP_PAYMENT,554400,140792904,BILL-2025-00209,Paid per credit term
BANK-2025-00428,2025-12-25,SCB-CURR,IN,CUST-0009,AR_COLLECTION,15503400,156296304,INV-2025-00124,Settled per credit term
BANK-2025-00429,2025-12-27,SCB-CURR,IN,CUST-0050,AR_COLLECTION,1800000,158096304,INV-2025-00118,Settled per credit term
BANK-2025-00430,2025-12-28,SCB-CURR,OUT,SUP-0030,PAYROLL,8637546,149458758,PAYROLL-12,Monthly payroll
BANK-2025-00431,2025-12-30,SCB-CURR,OUT,SUP-0003,AP_PAYMENT,3150000,146308758,BILL-2025-00193,Paid per credit term
BANK-2025-00432,2025-12-30,SCB-CURR,OUT,SUP-0029,LT_LOAN_REPAY,5575000,140733758,LTLN-H2,LT loan installment H2
BANK-2025-00433,2025-12-30,SCB-CURR,IN,CUST-0008,AR_COLLECTION,19731600,160465358,INV-2025-00123,Settled per credit term
BANK-2025-00434,2025-12-31,SCB-CURR,IN,Banks,INTEREST_INCOME,491541,160956899,INT-INC,Interest income from deposits
BANK-2025-00435,2026-01-01,SCB-CURR,OUT,SUP-0004,AP_PAYMENT,675000,160281899,BILL-2025-00194,Paid per credit term
BANK-2025-00436,2026-01-02,SCB-CURR,OUT,SUP-0011,AP_PAYMENT,151200,160130699,BILL-2025-00205,Paid per credit term
BANK-2025-00437,2026-01-02,SCB-CURR,OUT,SUP-0009,AP_PAYMENT,252000,159878699,BILL-2025-00204,Paid per credit term
BANK-2025-00438,2026-01-03,SCB-CURR,OUT,SUP-0005,AP_PAYMENT,675000,159203699,BILL-2025-00195,Paid per credit term
BANK-2025-00439,2026-01-05,SCB-CURR,IN,CUST-0010,AR_COLLECTION,11745000,170948699,INV-2025-00125,Settled per credit term
BANK-2025-00440,2026-01-09,SCB-CURR,OUT,SUP-0001,AP_PAYMENT,11125084,159823615,BILL-2025-00210,Partial payment
BANK-2025-00441,2026-01-21,SCB-CURR,IN,CUST-0025,AR_COLLECTION,5220000,165043615,INV-2025-00127,Settled per credit term
BANK-2025-00442,2026-01-22,SCB-CURR,IN,CUST-0037,AR_COLLECTION,2171382,167214997,INV-2025-00132,Settled per credit term
BANK-2025-00443,2026-01-26,SCB-CURR,IN,CUST-0011,AR_COLLECTION,1800000,169014997,INV-2025-00129,Settled per credit term
BANK-2025-00444,2026-02-03,SCB-CURR,IN,CUST-0021,AR_COLLECTION,4728172,173743169,INV-2025-00131,Partial settlement
