"bank_txn_id","company","txn_date","bank_account","direction","amount","description","reference","source"
"JE-CLIK-00332-2","CLIK","2025-06-10","1112","OUT","1368500","CLIK AP payment","AP-PAY-CLIK-2025-06-2125","BANK"
"JE-CLIK-00333-2","CLIK","2025-07-10","1112","OUT","1368500","CLIK AP payment","AP-PAY-CLIK-2025-07-2125","BANK"
"JE-CLIK-00334-2","CLIK","2025-08-10","1112","OUT","1368500","CLIK AP payment","AP-PAY-CLIK-2025-08-2125","BANK"
"JE-CLIK-00335-2","CLIK","2025-09-10","1112","OUT","1449000","CLIK AP payment","AP-PAY-CLIK-2025-09-2125","BANK"
"JE-CLIK-00336-2","CLIK","2025-10-10","1112","OUT","1449000","CLIK AP payment","AP-PAY-CLIK-2025-10-2125","BANK"
"JE-CLIK-00337-2","CLIK","2025-11-10","1112","OUT","1449000","CLIK AP payment","AP-PAY-CLIK-2025-11-2125","BANK"
"JE-CLIK-00338-2","CLIK","2025-12-10","1112","OUT","1449000","CLIK AP payment","AP-PAY-CLIK-2025-12-2125","BANK"
"JE-CLIK-00339-2","CLIK","2025-01-10","1112","OUT","675000","CLIK AP payment","AP-PAY-CLIK-2025-01-2123","BANK"
"JE-CLIK-00340-2","CLIK","2025-02-10","1112","OUT","630000","CLIK AP payment","AP-PAY-CLIK-2025-02-2123","BANK"
"JE-CLIK-00341-2","CLIK","2025-03-10","1112","OUT","765000","CLIK AP payment","AP-PAY-CLIK-2025-03-2123","BANK"
"JE-CLIK-00342-2","CLIK","2025-04-10","1112","OUT","675000","CLIK AP payment","AP-PAY-CLIK-2025-04-2123","BANK"
"JE-CLIK-00343-2","CLIK","2025-05-10","1112","OUT","720000","CLIK AP payment","AP-PAY-CLIK-2025-05-2123","BANK"
"JE-CLIK-00344-2","CLIK","2025-06-10","1112","OUT","765000","CLIK AP payment","AP-PAY-CLIK-2025-06-2123","BANK"
"JE-CLIK-00345-2","CLIK","2025-07-10","1112","OUT","765000","CLIK AP payment","AP-PAY-CLIK-2025-07-2123","BANK"
"JE-CLIK-00346-2","CLIK","2025-08-10","1112","OUT","765000","CLIK AP payment","AP-PAY-CLIK-2025-08-2123","BANK"
"JE-CLIK-00347-2","CLIK","2025-09-10","1112","OUT","810000","CLIK AP payment","AP-PAY-CLIK-2025-09-2123","BANK"
"JE-CLIK-00348-2","CLIK","2025-10-10","1112","OUT","810000","CLIK AP payment","AP-PAY-CLIK-2025-10-2123","BANK"
"JE-CLIK-00349-2","CLIK","2025-11-10","1112","OUT","810000","CLIK AP payment","AP-PAY-CLIK-2025-11-2123","BANK"
"JE-CLIK-00350-2","CLIK","2025-12-10","1112","OUT","810000","CLIK AP payment","AP-PAY-CLIK-2025-12-2123","BANK"
"JE-ACG-00001-5","ACG","2025-01-01","1112","IN","14000000","Opening balance 2025 (1-Jan)","OPEN-ACG","GL"
"JE-ACG-00001-13","ACG","2025-01-01","1113","IN","1003473","Opening balance 2025 (1-Jan)","OPEN-ACG","GL"
"JE-ACG-00026-1","ACG","2025-04-30","1112","IN","8000000","ACG dividend received from HMW (interim)","DIV-RCV-ACG-H1","GL"
"JE-ACG-00027-1","ACG","2025-10-31","1112","IN","7959273","ACG dividend received from HMW (final)","DIV-RCV-ACG-H2","GL"
"JE-ACG-00028-1","ACG","2025-01-28","1112","IN","22865","ACG other income (interest received)","OI-ACG-2025-01","GL"
"JE-ACG-00029-1","ACG","2025-02-28","1112","IN","22865","ACG other income (interest received)","OI-ACG-2025-02","GL"
"JE-ACG-00030-1","ACG","2025-03-28","1112","IN","22865","ACG other income (interest received)","OI-ACG-2025-03","GL"
"JE-ACG-00031-1","ACG","2025-04-28","1112","IN","22865","ACG other income (interest received)","OI-ACG-2025-04","GL"
"JE-ACG-00032-1","ACG","2025-05-28","1112","IN","22865","ACG other income (interest received)","OI-ACG-2025-05","GL"
"JE-ACG-00033-1","ACG","2025-06-28","1112","IN","22865","ACG other income (interest received)","OI-ACG-2025-06","GL"
"JE-ACG-00034-1","ACG","2025-07-28","1112","IN","22865","ACG other income (interest received)","OI-ACG-2025-07","GL"
"JE-ACG-00035-1","ACG","2025-08-28","1112","IN","22865","ACG other income (interest received)","OI-ACG-2025-08","GL"
"JE-ACG-00036-1","ACG","2025-09-28","1112","IN","23140","ACG other income (interest received)","OI-ACG-2025-09","GL"
"JE-ACG-00037-1","ACG","2025-10-28","1112","IN","23140","ACG other income (interest received)","OI-ACG-2025-10","GL"
"JE-ACG-00038-1","ACG","2025-11-28","1112","IN","23140","ACG other income (interest received)","OI-ACG-2025-11","GL"
"JE-ACG-00039-1","ACG","2025-12-28","1112","IN","23140","ACG other income (interest received)","OI-ACG-2025-12","GL"
"JE-ACG-00052-2","ACG","2025-01-30","1112","OUT","4883604","ACG payment of operating costs","PAY-ACG-2025-01","BANK"
"JE-ACG-00053-2","ACG","2025-03-02","1112","OUT","4883604","ACG payment of operating costs","PAY-ACG-2025-03","BANK"
"JE-ACG-00054-2","ACG","2025-03-30","1112","OUT","4883604","ACG payment of operating costs","PAY-ACG-2025-03","BANK"
"JE-ACG-00055-2","ACG","2025-04-30","1112","OUT","4883604","ACG payment of operating costs","PAY-ACG-2025-04","BANK"
"JE-ACG-00056-2","ACG","2025-05-30","1112","OUT","4883604","ACG payment of operating costs","PAY-ACG-2025-05","BANK"
"JE-ACG-00057-2","ACG","2025-06-30","1112","OUT","4883604","ACG payment of operating costs","PAY-ACG-2025-06","BANK"
"JE-ACG-00058-2","ACG","2025-07-30","1112","OUT","4883604","ACG payment of operating costs","PAY-ACG-2025-07","BANK"
"JE-ACG-00059-2","ACG","2025-08-30","1112","OUT","4883604","ACG payment of operating costs","PAY-ACG-2025-08","BANK"
"JE-ACG-00060-2","ACG","2025-09-30","1112","OUT","4942442","ACG payment of operating costs","PAY-ACG-2025-09","BANK"
"JE-ACG-00061-2","ACG","2025-10-30","1112","OUT","4942442","ACG payment of operating costs","PAY-ACG-2025-10","BANK"
"JE-ACG-00062-2","ACG","2025-11-30","1112","OUT","4942442","ACG payment of operating costs","PAY-ACG-2025-11","BANK"
"JE-ACG-00063-2","ACG","2025-12-30","1112","OUT","4942443","ACG payment of operating costs","PAY-ACG-2025-12","BANK"
"JE-ACG-00076-2","ACG","2025-01-25","1112","OUT","20936","ACG admin 5419","OPEX-ACG-2025-01-5419","GL"
"JE-ACG-00077-2","ACG","2025-02-25","1112","OUT","20936","ACG admin 5419","OPEX-ACG-2025-02-5419","GL"
"JE-ACG-00078-2","ACG","2025-03-25","1112","OUT","20936","ACG admin 5419","OPEX-ACG-2025-03-5419","GL"
"JE-ACG-00079-2","ACG","2025-04-25","1112","OUT","20936","ACG admin 5419","OPEX-ACG-2025-04-5419","GL"
"JE-ACG-00080-2","ACG","2025-05-25","1112","OUT","20936","ACG admin 5419","OPEX-ACG-2025-05-5419","GL"
"JE-ACG-00081-2","ACG","2025-06-25","1112","OUT","20936","ACG admin 5419","OPEX-ACG-2025-06-5419","GL"
"JE-ACG-00082-2","ACG","2025-07-25","1112","OUT","20936","ACG admin 5419","OPEX-ACG-2025-07-5419","GL"
"JE-ACG-00083-2","ACG","2025-08-25","1112","OUT","20936","ACG admin 5419","OPEX-ACG-2025-08-5419","GL"
"JE-ACG-00084-2","ACG","2025-09-25","1112","OUT","21188","ACG admin 5419","OPEX-ACG-2025-09-5419","GL"
"JE-ACG-00085-2","ACG","2025-10-25","1112","OUT","21188","ACG admin 5419","OPEX-ACG-2025-10-5419","GL"
"JE-ACG-00086-2","ACG","2025-11-25","1112","OUT","21188","ACG admin 5419","OPEX-ACG-2025-11-5419","GL"
"JE-ACG-00087-2","ACG","2025-12-25","1112","OUT","21190","ACG admin 5419","OPEX-ACG-2025-12-5419","GL"
"JE-ACG-00088-2","ACG","2025-01-25","1112","OUT","16600","ACG admin 5418","OPEX-ACG-2025-01-5418","GL"
"JE-ACG-00089-2","ACG","2025-02-25","1112","OUT","16600","ACG admin 5418","OPEX-ACG-2025-02-5418","GL"
"JE-ACG-00090-2","ACG","2025-03-25","1112","OUT","16600","ACG admin 5418","OPEX-ACG-2025-03-5418","GL"
"JE-ACG-00091-2","ACG","2025-04-25","1112","OUT","16600","ACG admin 5418","OPEX-ACG-2025-04-5418","GL"
"JE-ACG-00092-2","ACG","2025-05-25","1112","OUT","16600","ACG admin 5418","OPEX-ACG-2025-05-5418","GL"
"JE-ACG-00093-2","ACG","2025-06-25","1112","OUT","16600","ACG admin 5418","OPEX-ACG-2025-06-5418","GL"
"JE-ACG-00094-2","ACG","2025-07-25","1112","OUT","16600","ACG admin 5418","OPEX-ACG-2025-07-5418","GL"
"JE-ACG-00095-2","ACG","2025-08-25","1112","OUT","16600","ACG admin 5418","OPEX-ACG-2025-08-5418","GL"
"JE-ACG-00096-2","ACG","2025-09-25","1112","OUT","16800","ACG admin 5418","OPEX-ACG-2025-09-5418","GL"
"JE-ACG-00097-2","ACG","2025-10-25","1112","OUT","16800","ACG admin 5418","OPEX-ACG-2025-10-5418","GL"
"JE-ACG-00098-2","ACG","2025-11-25","1112","OUT","16800","ACG admin 5418","OPEX-ACG-2025-11-5418","GL"
"JE-ACG-00099-2","ACG","2025-12-25","1112","OUT","16800","ACG admin 5418","OPEX-ACG-2025-12-5418","GL"
"JE-ACG-00100-1","ACG","2025-01-15","1112","IN","4565000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-01","BANK"
"JE-ACG-00101-1","ACG","2025-01-15","1112","IN","830000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-01","BANK"
"JE-ACG-00102-1","ACG","2025-02-15","1112","IN","4565000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-02","BANK"
"JE-ACG-00103-1","ACG","2025-02-15","1112","IN","830000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-02","BANK"
"JE-ACG-00104-1","ACG","2025-03-15","1112","IN","4565000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-03","BANK"
"JE-ACG-00105-1","ACG","2025-03-15","1112","IN","830000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-03","BANK"
"JE-ACG-00106-1","ACG","2025-04-15","1112","IN","4565000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-04","BANK"
"JE-ACG-00107-1","ACG","2025-04-15","1112","IN","830000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-04","BANK"
"JE-ACG-00108-1","ACG","2025-05-15","1112","IN","4565000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-05","BANK"
"JE-ACG-00109-1","ACG","2025-05-15","1112","IN","830000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-05","BANK"
"JE-ACG-00110-1","ACG","2025-06-15","1112","IN","4565000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-06","BANK"
"JE-ACG-00111-1","ACG","2025-06-15","1112","IN","830000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-06","BANK"
"JE-ACG-00112-1","ACG","2025-07-15","1112","IN","4565000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-07","BANK"
"JE-ACG-00113-1","ACG","2025-07-15","1112","IN","830000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-07","BANK"
"JE-ACG-00114-1","ACG","2025-08-15","1112","IN","4565000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-08","BANK"
"JE-ACG-00115-1","ACG","2025-08-15","1112","IN","830000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-08","BANK"
"JE-ACG-00116-1","ACG","2025-09-15","1112","IN","4620000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-09","BANK"
"JE-ACG-00117-1","ACG","2025-09-15","1112","IN","840000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-09","BANK"
"JE-ACG-00118-1","ACG","2025-10-15","1112","IN","4620000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-10","BANK"
"JE-ACG-00119-1","ACG","2025-10-15","1112","IN","840000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-10","BANK"
"JE-ACG-00120-1","ACG","2025-11-15","1112","IN","4620000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-11","BANK"
"JE-ACG-00121-1","ACG","2025-11-15","1112","IN","840000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-11","BANK"
"JE-ACG-00122-1","ACG","2025-12-15","1112","IN","4620000","ACG receipt of mgmt fee from HMW","AR-RCP-ACG-HMW-2025-12","BANK"
"JE-ACG-00123-1","ACG","2025-12-15","1112","IN","840000","ACG receipt of mgmt fee from CLIK","AR-RCP-ACG-CLIK-2025-12","BANK"
"JE-ACG-00124-2","ACG","2025-05-15","1112","OUT","15956511","ACG dividend declared and paid to shareholders","DIV-ACG-2025","GL"
"JE-ACG-00126-2","ACG","2025-09-30","1112","OUT","467307","ACG tax payment","TAX-PAY-ACG","TAX"
"JE-ACG-00128-2","ACG","2025-06-15","1112","OUT","1022979","ACG intangible capex","CAPEX-ACG-IT-2025","FA"
