account_code,account_name_th,sub_caption_th,fs_caption_th,bs_class,cf_category,acg_dec25,hmw_dec25,clik_dec25,conso_dec25,acg_mar26,hmw_mar26,clik_mar26,conso_mar26,companies_active
42110014,รายได้-เงินช่วยเหลือรถทดลองขับ,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,0,0,0,0,0,0,0,-
42110015,รายได้-ค่าช่วยเหลือจัดกิจกรรม,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,0,0,0,0,0,0,0,-
42110016,รายได้-ค่าช่วยเหลือการขายอื่น-HONDA,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Other (PL),0,-3010044.02,0,-3010044.02,0,-5864.6822999999995,0,-5864.6822999999995,HMW
42110017,รายได้-ค่านายหน้าไฟแนนซ์,รายได้ค่านายหน้า,รายได้ค่านายหน้า,PL,Other (PL),0,-34148.01,0,-34148.0053,0,-34148.0053,0,-34148.0053,HMW
42110018,รายได้-ค่านายหน้าประกันภัย,รายได้ค่านายหน้า,รายได้ค่านายหน้า,PL,Other (PL),0,-887.1,0,-887.0976,0,-887.0976,0,-887.0976,HMW
42110019,รายได้-ค่านายหน้าต่อประกันภัย,รายได้ค่านายหน้า,รายได้ค่านายหน้า,PL,Other (PL),0,-19611.1,-86.99,-19698.0936,0,-19611.1016,-86.992,-19698.0936,"HMW,CLIK"
42110020,รายได้-ค่าดำเนินการทะเบียน,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-1492866.02,0,-1492866.02,0,-2969.2058999999995,0,-2969.2058999999995,HMW
42110021,รายได้-ค่าธรรมเนียมการใช้ป้ายแดง,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-232593.01,0,-232593.01,0,-462.61120000000005,0,-462.61120000000005,HMW
42110022,รายได้-อื่น,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-155639.32,31540.38,-124098.94,0,-309.55570000000006,-15.452699999999968,-246.8241,"HMW,CLIK"
42110023,รายได้-อื่น(ไม่มีVAT),รายได้อื่น,รายได้อื่น,PL,Other (PL),-69773.55,-2915221.61,-388498.65,-3373493.81,-138.7747,-5798.1714999999995,-772.6966,-6709.642799999999,"ACG,HMW,CLIK"
42110024,เงินปันผลรับจากบริษัทย่อยและบริษัทร่วม,รายได้เงินปันผล,รายได้เงินปันผล,PL,Other (PL),0,0,0,0,0,0,0,0,-
42110025,เงินปันผลรับจากบริษัทอื่น,รายได้เงินปันผล,รายได้เงินปันผล,PL,Other (PL),0,0,0,0,0,0,0,0,-
42110027,รายได้-ค่าเช่า,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-3964694.74,3338730,-625964.74,0,-7885.5,0,-1245,"HMW,CLIK"
42110028,รายได้-ค่าช่วยเหลือการขาย (รายได้อื่น),รายได้อื่น,รายได้อื่น,PL,Other (PL),0,0,0,0,0,0,0,0,-
42110029,ดอกเบี้ยรับบริษัทที่เกี่ยวข้องกัน,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,0,0,0,0,-28025.753399999998,0,0,HMW
42110030,รายได้ค่าบริการ-ประเมินค่าซ่อม,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-7556.83,0,-7556.83,0,-15.03,0,-15.03,HMW
42110031,ส่วนลดรับอื่น,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-2604.42,-7018.85,-9623.27,0,-5.18,-13.96,-19.14,"HMW,CLIK"
42110032,กำไร (ขาดทุน) จากการเปลี่ยนแปลงสัญญาเช่า,รายได้อื่น,ค่าใช้จ่ายในการบริหาร,PL,Other (PL),0,0,0,0,0,0,0,0,-
42110033,รายได้อื่น-ขายของเก่า,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-2473636.02,-3045422.57,-5519058.59,0,-4919.8886999999995,-6057.1321,-10977.0208,"HMW,CLIK"
42110034,รายได้-PREMIUMCARE,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,0,-42078.86,-42078.86,0,0,-83.6919,-83.6919,CLIK
42110034-1,รายได้-ค่าช่วยเหลือการขาย-Sale,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Other (PL),0,-32937773.07,0,-32937773.07,0,-64175,0,-64175,HMW
42110036,รายได้-เงินรางวัลการขาย - ประกันภัย,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-1445622.12,0,-1445622.12,0,-2875.2410999999997,0,-2875.2410999999997,HMW
42110037,รายได้-เงินรางวัลการขาย - ต่อประกันภัย,รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-227760.66,0,-227760.66,0,-453,0,-453,HMW
42110039,รายได้ค่าดำเนินการทะเบียน (ปีต่อ),รายได้อื่น,รายได้อื่น,PL,Other (PL),0,-129878.78,0,-129878.78,0,-258.3198,0,-258.3198,HMW
51110003,ต้นทุนขาย-อะไหล่จากผู้จำหน่ายในพื้นที่,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนขาย,PL,Cost of Sales / COGS,0,0,49013518.46,49013518.46,0,0,95496.51520000001,95496.51520000001,CLIK
51110004,ค่าขนส่ง-อะไหล่จากผู้จำหน่ายในพื้นที่,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนขาย,PL,Cost of Sales / COGS,0,0,274388.2,274388.2,0,0,534.61,534.61,CLIK
51110005,ต้นทุนขายอะไหล่-ฝากขาย,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Cost of Sales / COGS,0,0,2447634.86,2447634.86,0,0,4726.6082,4726.6082,CLIK
51110010,ต้นทุนขายรถยนต์,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Cost of Sales / COGS,0,716583789.38,0,716583789.38,0,1396171.0337999999,0,1396171.0337999999,HMW
51110020,ต้นทุนขายรถยนต์ที่ใช้แล้ว,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51110098,ส่วนลดรับ-อะไหล่ฝากขาย,รายได้จากบริการซ่อมและขายอะไหล่,รายได้จากการขาย,PL,Cost of Sales / COGS,0,0,-309928.26,-309928.26,0,0,-598.5,-598.5,CLIK
51110099,ส่วนลดรับ-รถยนต์,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51210010,ต้นทุนขายอะไหล่,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนขาย,PL,Cost of Sales / COGS,0,172044031.15,86207507.13,258251538.28,0,335205.59130000003,167964.202,503169.79329999996,"HMW,CLIK"
51210011,ต้นทุนขายอะไหล่ - BP,,ต้นทุนขาย,PL,Cost of Sales / COGS,0,50808248.26,0,50808248.26,0,98993.31460000001,0,98993.31460000001,HMW
51210099,ส่วนลดรับ-อะไหล่,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนขาย,PL,Cost of Sales / COGS,0,0,-3078734.48,-3078734.48,0,0,-5998.516800000001,-5998.516800000001,CLIK
51211010,ต้นทุนขายอุปกรณ์ตกแต่ง,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Cost of Sales / COGS,0,5952801.82,0,5952801.82,0,11598.266099999999,0,11598.266099999999,HMW
51211011,ต้นทุนขายอุปกรณ์ตกแต่ง-ออนไลน์,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51211012,ต้นทุนขายอุปกรณ์ตกแต่ง - GRPM,,ต้นทุนขาย,PL,Cost of Sales / COGS,0,1358019.89,0,1358019.89,0,2645.9265,0,2645.9265,HMW
51211013,ต้นทุนขายอุปกรณ์ตกแต่ง- BP,,ต้นทุนขาย,PL,Cost of Sales / COGS,0,2437277.16,0,2437277.16,0,4748.719999999999,0,4748.719999999999,HMW
51211099,ส่วนลดรับ-อุปกรณ์ตกแต่ง,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51212010,ต้นทุนขายอะไหล่เคลมฮอนด้า,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนขาย,PL,Cost of Sales / COGS,0,33216552.28,157857.62,33374409.9,0,64718.1653,307.5652000000002,65025.730500000005,"HMW,CLIK"
51213001,ต้นทุนบริการเคลม,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนขาย,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310010,เงินเดือน/ค่าล่วงเวลา-บริการ,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,3449066.75,5509991.42,8959058.17,0,23571.673300000002,37656.481400000004,61228.15470000001,"HMW,CLIK"
51310011,ต้นทุนค่าบริการ-เคาะพ่นสี,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,14489092.79,0,14489092.79,0,99021.61559999999,0,99021.61559999999,HMW
51310012,ต้นทุนค่าบริการ-อื่น,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,1492243.77,0,1492243.77,0,10198.3189,0,10198.3189,HMW
51310012-1,ต้นทุนบริการ- Share Service fee,ต้นทุนการให้บริการ,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,162563.40710000004,0,0,0,ACG
51310013,ค่านายหน้า-บริการ,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,1530064.94,2264945.77,3795010.71,0,10456.796999999999,15479.1327,25935.929699999997,"HMW,CLIK"
51310014,เบี้ยเลี้ยง-บริการ,ต้นทุนบริการซ่อมและขายอะไหล่,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,-1097.42,68083.87,66986.45,0,-7.5,465.3,457.8,"HMW,CLIK"
51310015,โบนัส-บริการ,ต้นทุนบริการอื่น - บุคลากร,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310016,ค่าสวัสดิการพนักงาน-บริการ,ต้นทุนบริการอื่น - บุคลากร,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,123996.81,0,123996.81,0,847.4212,0,847.4212,HMW
51310017,ค่ารักษาพยาบาล-บริการ,ต้นทุนบริการอื่น - บุคลากร,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,36756.19,10965.23,47721.42,0,251.19979999999998,74.93880000000001,326.1386,"HMW,CLIK"
51310018,เงินสมทบประกันสังคมนายจ้าง-บริการ,ต้นทุนบริการอื่น - บุคลากร,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,166951.07,276507.14,443458.21,0,1140.98,1889.71,3030.69,"HMW,CLIK"
51310019,ผลประโยชน์พนักงานหลังออกจากงาน-บริการ,ต้นทุนบริการอื่น - บุคลากร,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,42593.46,18356.44,60949.9,0,291.093,125.45190000000001,416.5449,"HMW,CLIK"
51310020,วัสดุสิ้นเปลืองใช้ไป-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,361322.93,678864.1,1040187.03,0,2469.3596000000002,4639.5051,7108.8647,"HMW,CLIK"
51310021,เครื่องเขียนแบบพิมพ์-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,1661.52,0,1661.52,0,11.3552,0,11.3552,HMW
51310022,ค่าเช่าเครื่องถ่ายเอกสาร-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310023,ค่าเช่าที่ดิน-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310024,ค่าเช่ารถยนต์-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310025,ค่าอากรแสตมป์-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310026,ค่าไฟฟ้า-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310027,ค่าน้ำประปา-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310028,ค่าน้ำมันเชื้อเพลิง-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310029,ค่าโทรศัพท์-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310030,ค่าไปรษณีย์โทรเลข-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,149.25,149.25,0,0,1.02,1.02,CLIK
51310031,ค่าทะเบียนภาษีรถยนต์-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310032,ค่าใช้จ่ายในการเดินทาง-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,5726.13,39557.19,45283.32,0,39.1336,270.3425,309.47610000000003,"HMW,CLIK"
51310033,ค่ารักษาความปลอดภัย-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310034,ค่าทำความสะอาด-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310034-1,ต้นทุนค่าบริการซ่อม-อะไหล่จากผู้จำหน่ายในพื้นที่,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,23338.44,23338.44,0,0,159.50000000000003,159.50000000000003,CLIK
51310035,ค่าเบี้ยประกันภัย-บริการ,ต้นทุนการให้บริการ,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310035-1,ค่าที่พัก-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310036,การอบรมและพัฒนาบุคลากร-บริการ,ต้นทุนบริการอื่น - บุคลากร,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310036-1,ค่าบริการพื้นที่,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,2644834.77,2644834.77,0,0,18075.376800000002,18075.376800000002,CLIK
51310037,ค่าซ่อมแซมบำรุงรักษา-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,299975.71,400519.72,700495.43,0,2050.0993,2737.2389999999996,4787.338299999999,"HMW,CLIK"
51310038,ค่าเสื่อมราคา-บริการ,ค่าเสื่อมราคาและตัดจำหน่าย-FA,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,2468582.99,4256402.24,6724985.23,0,16870.8338,29113.5168,45960.01368558476,"HMW,CLIK"
51310039,ค่าลิขสิทธิโปรแกรมตัดจ่าย-บริการ,ค่าเสื่อมราคาและตัดจำหน่าย-FA,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310040,ค่าขนส่งอื่น-ไม่ใช่รถยนต์และอะไหล่-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310041,ค่าขนส่งรถยนต์-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,146.32,77526.07,77672.39,0,1,529.83,530.83,"HMW,CLIK"
51310042,ค่าใช้จ่ายเบ็ดเตล็ด-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,80222.48,0,80222.48,0,548.2579000000001,0,548.2579000000001,HMW
51310043,กองทุนสำรองเลี้ยงชีพ-บริการ,ต้นทุนบริการอื่น - บุคลากร,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,170761.85,171569.88,342331.73,0,1167.0237,1172.5459,2339.5696,"HMW,CLIK"
51310044,ดอกเบี้ยจ่ายสัญาเช่า-บริการ,ต้นทุนทางการเงิน-สัญญาเช่า,ต้นทุนทางการเงิน,PL,Cost of Sales / COGS,0,1328752.96,3119451.62,4448204.58,0,2513.6792,5901.2479,8414.927099999999,"HMW,CLIK"
51310045,ค่าเสื่อมราคาสัญญาเช่า-บริการ,ค่าเสื่อมราคาและตัดจำหน่าย-ค่าเช่าที่,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,311483.66,2972370.6,3283854.26,0,2128.7472,20313.828,22442.5752,"HMW,CLIK"
51310046,ต้นทุนค่าบริการ-เคลือบเซรามิค9H,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310047,ต้นทุนค่าบริการ-ล้างหัวฉีดเครื่องยนต์,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,0,0,0,0,0,0,-
51310048,เบี้ยเลี้ยงนักศึกษาฝึกงาน-บริการ,ต้นทุนบริการอื่น,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,907356.81,573352.87,1480709.68,0,6201.0740000000005,3918.4184000000005,10119.4924,"HMW,CLIK"
51310049,ต้นทุนขาย-PREMIUMCAR,ต้นทุนการให้บริการ,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,0,2427.05,2427.05,0,0,16.587,16.587,CLIK
51310050,เบี้ยขยัน-บริการ,ต้นทุนการให้บริการ,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,66576.75,182171.54,248748.29,0,455,1245,1700,"HMW,CLIK"
51310051,ค่าล่วงเวลา-บริการ,ต้นทุนการให้บริการ,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,46736.85,651871.09,698607.94,0,319.4098,4455.029,4774.4388,"HMW,CLIK"
51310052,ผลประโยช์ของพนักงานอื่น-บริการ,ต้นทุนการให้บริการ,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,120716.08,123215.27,243931.35,0,825,842.08,1667.08,"HMW,CLIK"
51310053,ค่าแรงจูงใจพนักงาน-บริการ,ต้นทุนการให้บริการ,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,96572.86,16805.6,113378.46,0,660,114.85309999999998,774.8530999999999,"HMW,CLIK"
51310054,ค่าชุดยูนิฟอร์มพนักงาน-บริการ,ต้นทุนการให้บริการ,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,69002.56,190003.86,259006.42,0,471.57849999999996,1298.5278000000003,1770.1063000000004,"HMW,CLIK"
51410010,ต้นทุนขาย Untimate Care,ต้นทุนขายรถยนต์และอุปกรณ์ตกแต่ง,ต้นทุนขาย,PL,Cost of Sales / COGS,0,3976655.49,0,3976655.49,0,7748,0,7748,HMW
51410011,ต้นทุนผลิตภัณฑ์เสริม - Service,ต้นทุนการให้บริการ,ต้นทุนการให้บริการ,PL,Cost of Sales / COGS,0,8870157.71,0,8870157.71,0,60620.5896,0,60620.5896,HMW
61110010,ค่านายหน้าในการขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,3297.07,3540.78,6837.854300000001,0,3297.0690000000004,3540.7853000000005,6837.854300000001,"HMW,CLIK"
61110011,ค่าส่งเสริมการขาย-ของแถม,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Other (PL),0,3399458.84,47.95,3399506.79,0,6564.6679,0.0925999999999999,6564.7605,"HMW,CLIK"
61110012,ค่าส่งเสริมการขาย-อื่น,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,7618.91,2855.81,10474.7179,0,7618.9117,2855.8062,10474.7179,"HMW,CLIK"
61110013,ค่าโฆษณา,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,1612.36,7400.81,9013.1724,0,1612.3573000000001,7309.9522,9013.1724,"HMW,CLIK"
61110014,ค่าจัดกิจกรรมทางการตลาด,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,0,0,0,0,0,0,-
61110015,ค่านายหน้าอื่น,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,188.1,188.1004,0,0,197.3634,188.1004,CLIK
61110016,ค่าเสื่อมราคา-ขาย,ค่าเสื่อมราคาและตัดจำหน่าย-FA,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,22346.27,0,22346.2664,0,22346.266399999997,0,22346.266399999997,HMW
61110017,ค่าเสริมการขาย-แถมจดทะเบียน,รายได้จากการขายรถยนต์และอุปกรณ์ตกแต่ง,รายได้จากการขาย,PL,Other (PL),0,89983.08,0,89983.08,0,173.7656,0,173.7656,HMW
61110018,ค่าขนส่งรถยนต์และอะไหล่-ขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,1856.84,0,1856.84,0,1856.84,0,1856.84,HMW
61110018-1,ค่าธรรมเนียมธุรกรรมทางการเงิน-ขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,6683.64,6683.640600000001,0,0,6683.640600000001,6683.640600000001,CLIK
61110019,ผลประโยชน์พนักงานหลังออกจากงาน-ขาย,ค่าใช้จ่ายบุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,305.96,128.48,434.4401999999999,0,305.9601,128.4801,434.44019999999995,"HMW,CLIK"
61110020,ค่าสวัสดิการพนักงาน-ขาย,ค่าใช้จ่ายบุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,36.84,0,36.8383,0,36.8383,0,36.8383,HMW
61110021,ค่าน้ำมันเชื้อเพลิง-ขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,399,0,399,0,399,0,399,HMW
61110022,เงินเดือน/ค่าล่วงเวลา-ขาย,ค่าใช้จ่ายบุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,2451.22,8945.18,11396.3992,0,2451.2166,8945.1826,11396.3992,"HMW,CLIK"
61110023,เงินสมทบประกันสังคมนายจ้าง-ขาย,ค่าใช้จ่ายบุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,105,306.25,411.25,0,105,306.25,411.25,"HMW,CLIK"
61110024,กองทุนสำรองเลี้ยงชีพ-ขาย,ต้นทุนบริการอื่น - บุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,100.88,284.05,384.9259,0,100.8839,284.04200000000003,384.92589999999996,"HMW,CLIK"
61110025,ค่าเช่าที่ดิน-ขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,0,0,0,0,0,0,-
61110026,เบี้ยเลี้ยง-ขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,155.25,155.25,0,0,155.25,155.25,CLIK
61110027,ดอกเบี้ยจ่ายสัญาเช่า-ขาย,ต้นทุนทางการเงิน-สัญญาเช่า,ต้นทุนทางการเงิน,PL,Other (PL),0,504553.25,0,504553.25,0,954.4927,0,954.4927,HMW
61110028,ค่าเสื่อมราคาสัญญาเช่า-ขาย,ค่าเสื่อมราคาและตัดจำหน่าย-ค่าเช่าที่,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,804.11,0,804.1066000000001,0,804.1066000000001,0,804.1066000000001,HMW
61110029,ค่าธรรมเนียมการขาย-ออนไลน์,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,0,0,0,0,0,0,-
61110030,ค่าธุรกรรมการชำระเงิน-ออนไลน์,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,0,0,0,0,0,0,-
61110031,ค่าขนส่ง-ออนไลน์,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,0,0,0,0,0,0,-
61110032,ค่าซ่อมแซมบำรุงรักษา-ขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,380.79,0,380.7922,0,380.79220000000004,0,380.79220000000004,HMW
61110033,ค่าใช้จ่ายในการเดินทาง-ขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,188.44,182.13,370.57,0,188.44,182.13,370.57,"HMW,CLIK"
61110034,ค่าใช้จ่ายเบ็ดเตล็ด - ขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,0,0,0,0,0,0,-
61110035,ค่าจัดทำป้ายโฆษณา,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,959.13,959.1336,0,0,959.1336,959.1336,CLIK
61110036,ค่านายหน้าในการขาย(ตัวแทนขาย),ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,19718.15,0,19718.1488,0,19718.1488,0,19718.1488,HMW
61110038,ค่าธรรมเนียมธุรกรรมทางการเงิน-ขาย,ค่าใช้จ่ายในการจัดจำหน่าย,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,5379.15,0,5379.1504,0,5379.1504,0,5379.1504,HMW
61110040,เงินเดือน/ค่าล่วงเวลาขาย - ศุนย์บริการ,ค่าใช้จ่ายบุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,15310.14,0,15310.1441,0,15310.1441,0,15310.1441,HMW
61110041,เงินเดือน/ค่าล่วงเวลาขาย - ประกันภัย,ค่าใช้จ่ายบุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,1341.45,0,1341.4517,0,1341.4517,0,1341.4517,HMW
61110042,ค่านายหน้าในการขาย - ศูนย์บริการ,ค่าใช้จ่ายบุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,14013.46,0,14013.4582,0,14013.458200000001,0,14013.458200000001,HMW
61110043,ค่านายหน้าในการขาย - ประกันภัย,ค่าใช้จ่ายบุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,2968.36,0,2968.3597,0,2968.3596999999995,0,2968.3596999999995,HMW
61110044,เบี้ยเลี้ยงขาย - ศูนย์บริการ,ค่าใช้จ่ายบุคลากร,ต้นทุนในการจัดจำหน่าย,PL,Other (PL),0,0,0,0,0,0,0,0,-
